id,status_group
3793,0.00E+00
59318,2.00E+00
68070,0.00E+00
67527,2.00E+00
34898,0.00E+00
26592,0.00E+00
67682,0.00E+00
52394,0.00E+00
32218,0.00E+00
69045,0.00E+00
12808,0.00E+00
49250,0.00E+00
64126,0.00E+00
64903,0.00E+00
35165,0.00E+00
9543,2.00E+00
64635,0.00E+00
47929,0.00E+00
28329,0.00E+00
67954,0.00E+00
16575,2.00E+00
16612,0.00E+00
27003,0.00E+00
73324,2.00E+00
7043,2.00E+00
22174,0.00E+00
19450,0.00E+00
35825,0.00E+00
9854,2.00E+00
23254,1.00E+00
72170,0.00E+00
61999,2.00E+00
70354,2.00E+00
6877,0.00E+00
47323,2.00E+00
48624,2.00E+00
6148,0.00E+00
59698,2.00E+00
67268,0.00E+00
59174,2.00E+00
68916,0.00E+00
28358,0.00E+00
57453,0.00E+00
71952,2.00E+00
1761,0.00E+00
15234,0.00E+00
60021,0.00E+00
22567,2.00E+00
17695,0.00E+00
19872,0.00E+00
22828,0.00E+00
34896,0.00E+00
35570,0.00E+00
41325,2.00E+00
8831,0.00E+00
5345,0.00E+00
19379,2.00E+00
5514,0.00E+00
61654,0.00E+00
40482,2.00E+00
43123,0.00E+00
40492,0.00E+00
68733,0.00E+00
3952,0.00E+00
70288,2.00E+00
30085,2.00E+00
65837,2.00E+00
34752,0.00E+00
2465,0.00E+00
11466,2.00E+00
22313,0.00E+00
30179,2.00E+00
23505,0.00E+00
48424,0.00E+00
11150,0.00E+00
70368,0.00E+00
26935,2.00E+00
5919,2.00E+00
2134,0.00E+00
16652,0.00E+00
59302,0.00E+00
24210,2.00E+00
6211,0.00E+00
19743,0.00E+00
10760,0.00E+00
48104,0.00E+00
50171,2.00E+00
63137,0.00E+00
38301,0.00E+00
10948,0.00E+00
33232,0.00E+00
61415,0.00E+00
69131,0.00E+00
73555,0.00E+00
46610,0.00E+00
20922,2.00E+00
55743,0.00E+00
19341,0.00E+00
9588,0.00E+00
3293,0.00E+00
55490,2.00E+00
67678,0.00E+00
36119,2.00E+00
62775,2.00E+00
68162,2.00E+00
66128,2.00E+00
12036,0.00E+00
15739,2.00E+00
57048,0.00E+00
15825,2.00E+00
45590,0.00E+00
18055,0.00E+00
34073,0.00E+00
14860,0.00E+00
53713,0.00E+00
69327,2.00E+00
60169,0.00E+00
26798,0.00E+00
37122,2.00E+00
45156,0.00E+00
22874,2.00E+00
58774,0.00E+00
40092,2.00E+00
17487,0.00E+00
35886,0.00E+00
49892,0.00E+00
66338,0.00E+00
35481,2.00E+00
4135,2.00E+00
54191,0.00E+00
31349,0.00E+00
72271,0.00E+00
48863,0.00E+00
13758,2.00E+00
33443,2.00E+00
12003,2.00E+00
10845,2.00E+00
47,2.00E+00
70492,0.00E+00
11346,0.00E+00
20126,0.00E+00
51000,1.00E+00
64505,0.00E+00
58329,0.00E+00
6311,2.00E+00
22286,0.00E+00
35013,0.00E+00
6274,0.00E+00
30904,2.00E+00
46606,0.00E+00
18461,0.00E+00
15256,2.00E+00
625,0.00E+00
42122,0.00E+00
18277,0.00E+00
68501,0.00E+00
8816,0.00E+00
62879,0.00E+00
18554,0.00E+00
27712,0.00E+00
46935,2.00E+00
57804,0.00E+00
57711,0.00E+00
5516,2.00E+00
8305,0.00E+00
57410,0.00E+00
51412,2.00E+00
25863,0.00E+00
35994,0.00E+00
55279,2.00E+00
74102,2.00E+00
38277,0.00E+00
1998,0.00E+00
52056,2.00E+00
63679,0.00E+00
71762,2.00E+00
71432,0.00E+00
45592,0.00E+00
13663,2.00E+00
62227,2.00E+00
3730,0.00E+00
2451,0.00E+00
46418,2.00E+00
45996,2.00E+00
60911,2.00E+00
46089,0.00E+00
65579,0.00E+00
40407,2.00E+00
66663,0.00E+00
26597,2.00E+00
50540,0.00E+00
58133,2.00E+00
1493,0.00E+00
31503,2.00E+00
17910,0.00E+00
19466,0.00E+00
38120,2.00E+00
66553,0.00E+00
31696,0.00E+00
51318,0.00E+00
33584,2.00E+00
48678,0.00E+00
36112,2.00E+00
6294,2.00E+00
40612,2.00E+00
62793,0.00E+00
58090,2.00E+00
2532,2.00E+00
38865,0.00E+00
35462,0.00E+00
51709,0.00E+00
40624,2.00E+00
41745,0.00E+00
42315,0.00E+00
38952,2.00E+00
45540,0.00E+00
73833,0.00E+00
27771,0.00E+00
9336,0.00E+00
12545,0.00E+00
54811,2.00E+00
48326,2.00E+00
31787,2.00E+00
61745,2.00E+00
42091,0.00E+00
43727,0.00E+00
46917,0.00E+00
26718,0.00E+00
3138,2.00E+00
72932,0.00E+00
25707,2.00E+00
68580,2.00E+00
25064,0.00E+00
7624,2.00E+00
3830,2.00E+00
13458,0.00E+00
57377,0.00E+00
37294,2.00E+00
39561,0.00E+00
23237,0.00E+00
72484,2.00E+00
56490,0.00E+00
13706,2.00E+00
43035,2.00E+00
14084,0.00E+00
55875,0.00E+00
17299,0.00E+00
1793,0.00E+00
70943,0.00E+00
65720,0.00E+00
49165,0.00E+00
18879,0.00E+00
3574,2.00E+00
56735,0.00E+00
45481,0.00E+00
51772,2.00E+00
74095,0.00E+00
54000,0.00E+00
34834,2.00E+00
50175,0.00E+00
35733,0.00E+00
6808,2.00E+00
27311,0.00E+00
73303,2.00E+00
70335,2.00E+00
2691,0.00E+00
12582,1.00E+00
49536,2.00E+00
23715,2.00E+00
45445,0.00E+00
52609,0.00E+00
35087,0.00E+00
42767,2.00E+00
24373,0.00E+00
32895,2.00E+00
9328,2.00E+00
23275,2.00E+00
20054,0.00E+00
8378,0.00E+00
47432,0.00E+00
49863,0.00E+00
57828,0.00E+00
31169,0.00E+00
38382,0.00E+00
31205,0.00E+00
23528,0.00E+00
26507,2.00E+00
67091,2.00E+00
47734,0.00E+00
927,0.00E+00
48521,0.00E+00
16963,0.00E+00
48233,0.00E+00
58989,2.00E+00
2399,0.00E+00
23530,0.00E+00
46271,2.00E+00
71726,0.00E+00
23526,2.00E+00
49861,2.00E+00
22619,2.00E+00
41264,2.00E+00
20623,0.00E+00
35694,0.00E+00
68210,2.00E+00
13446,0.00E+00
11321,0.00E+00
56312,0.00E+00
19533,2.00E+00
7275,0.00E+00
48614,0.00E+00
65873,2.00E+00
9008,0.00E+00
36817,0.00E+00
25767,2.00E+00
38460,2.00E+00
16756,2.00E+00
13310,0.00E+00
36514,0.00E+00
57548,0.00E+00
2809,0.00E+00
70632,0.00E+00
17260,0.00E+00
27950,0.00E+00
40629,0.00E+00
64155,0.00E+00
50640,2.00E+00
67355,0.00E+00
32132,2.00E+00
70868,0.00E+00
45823,2.00E+00
19985,0.00E+00
61834,2.00E+00
54171,2.00E+00
62763,0.00E+00
42408,0.00E+00
13151,0.00E+00
28311,0.00E+00
57775,0.00E+00
37603,2.00E+00
56357,2.00E+00
37845,2.00E+00
57177,2.00E+00
12821,2.00E+00
8193,2.00E+00
49031,0.00E+00
14011,1.00E+00
33708,0.00E+00
68898,2.00E+00
37198,2.00E+00
11151,0.00E+00
22264,0.00E+00
49694,0.00E+00
47318,0.00E+00
46108,0.00E+00
28297,2.00E+00
36340,0.00E+00
26987,2.00E+00
5766,0.00E+00
25979,2.00E+00
73021,2.00E+00
11908,0.00E+00
47496,0.00E+00
61777,0.00E+00
47591,0.00E+00
8968,0.00E+00
45656,0.00E+00
39630,0.00E+00
2786,2.00E+00
958,0.00E+00
55843,0.00E+00
52074,0.00E+00
23422,2.00E+00
55802,0.00E+00
61634,0.00E+00
1625,0.00E+00
37398,2.00E+00
51011,2.00E+00
49595,0.00E+00
22486,2.00E+00
22916,0.00E+00
45204,2.00E+00
74223,0.00E+00
35533,0.00E+00
30595,0.00E+00
47319,2.00E+00
32555,2.00E+00
9520,0.00E+00
53253,0.00E+00
36436,2.00E+00
15036,0.00E+00
23175,2.00E+00
41998,0.00E+00
19345,2.00E+00
1198,2.00E+00
39848,0.00E+00
39278,0.00E+00
39844,0.00E+00
17332,0.00E+00
51287,2.00E+00
49514,2.00E+00
64288,0.00E+00
41782,2.00E+00
54572,0.00E+00
68079,0.00E+00
68017,2.00E+00
66705,1.00E+00
5274,0.00E+00
58230,0.00E+00
51010,2.00E+00
46242,0.00E+00
1917,0.00E+00
9361,2.00E+00
33043,2.00E+00
56633,2.00E+00
57518,0.00E+00
51128,2.00E+00
4388,0.00E+00
62267,2.00E+00
72473,2.00E+00
70957,0.00E+00
35399,0.00E+00
33236,0.00E+00
73183,0.00E+00
52939,0.00E+00
66929,2.00E+00
54326,1.00E+00
16343,2.00E+00
33013,0.00E+00
60384,2.00E+00
41074,0.00E+00
71997,0.00E+00
35190,0.00E+00
3425,0.00E+00
4335,0.00E+00
7399,0.00E+00
46431,0.00E+00
40845,0.00E+00
27347,2.00E+00
10981,0.00E+00
36447,0.00E+00
67485,0.00E+00
11220,0.00E+00
45857,2.00E+00
21806,2.00E+00
8771,0.00E+00
45535,2.00E+00
8671,0.00E+00
2252,2.00E+00
58078,2.00E+00
61068,2.00E+00
69204,2.00E+00
28326,0.00E+00
46930,2.00E+00
52104,0.00E+00
31732,0.00E+00
21584,0.00E+00
17045,0.00E+00
14404,0.00E+00
34699,2.00E+00
39930,2.00E+00
38744,0.00E+00
4339,0.00E+00
54735,0.00E+00
51916,0.00E+00
58114,0.00E+00
28339,1.00E+00
52048,2.00E+00
66497,2.00E+00
18353,0.00E+00
16701,0.00E+00
59499,2.00E+00
66042,2.00E+00
43965,0.00E+00
48361,0.00E+00
70766,0.00E+00
9510,2.00E+00
28586,0.00E+00
28521,2.00E+00
18050,0.00E+00
73151,2.00E+00
45011,0.00E+00
64380,0.00E+00
66896,0.00E+00
40184,0.00E+00
67207,0.00E+00
70178,0.00E+00
54063,0.00E+00
39252,0.00E+00
53773,0.00E+00
47931,2.00E+00
44168,2.00E+00
66540,0.00E+00
54089,2.00E+00
29244,2.00E+00
27525,2.00E+00
58991,2.00E+00
18087,0.00E+00
67803,1.00E+00
48006,2.00E+00
11788,0.00E+00
16100,0.00E+00
16382,0.00E+00
21208,0.00E+00
8637,1.00E+00
67008,2.00E+00
67914,0.00E+00
7041,2.00E+00
43181,2.00E+00
26191,2.00E+00
14766,0.00E+00
49812,0.00E+00
12705,0.00E+00
25422,2.00E+00
9399,2.00E+00
4239,2.00E+00
49442,0.00E+00
32,0.00E+00
11443,2.00E+00
15492,0.00E+00
63498,0.00E+00
12708,2.00E+00
19483,0.00E+00
31204,2.00E+00
33445,0.00E+00
40820,0.00E+00
10279,2.00E+00
46718,2.00E+00
39000,2.00E+00
45897,0.00E+00
62154,2.00E+00
50034,0.00E+00
11853,2.00E+00
40426,0.00E+00
41168,0.00E+00
58978,2.00E+00
31363,0.00E+00
32736,0.00E+00
29058,0.00E+00
23824,0.00E+00
61885,2.00E+00
59187,2.00E+00
73243,0.00E+00
62915,0.00E+00
1784,0.00E+00
65951,0.00E+00
20661,0.00E+00
55504,2.00E+00
66975,2.00E+00
72057,0.00E+00
49331,0.00E+00
52682,2.00E+00
37859,0.00E+00
10460,0.00E+00
12407,0.00E+00
69993,0.00E+00
13012,0.00E+00
70896,0.00E+00
13264,0.00E+00
51824,2.00E+00
60216,0.00E+00
57481,2.00E+00
3996,0.00E+00
24854,0.00E+00
43420,0.00E+00
70468,2.00E+00
38305,2.00E+00
57179,0.00E+00
70388,2.00E+00
67589,0.00E+00
69974,0.00E+00
8854,0.00E+00
71663,0.00E+00
69272,0.00E+00
49119,2.00E+00
15638,0.00E+00
9086,0.00E+00
56422,0.00E+00
39106,0.00E+00
4515,0.00E+00
48594,0.00E+00
63779,0.00E+00
60740,0.00E+00
61242,0.00E+00
65001,0.00E+00
2601,0.00E+00
52456,0.00E+00
21873,2.00E+00
25505,2.00E+00
21890,2.00E+00
52336,2.00E+00
57756,0.00E+00
45465,2.00E+00
4989,0.00E+00
51585,0.00E+00
50533,0.00E+00
54866,0.00E+00
23793,0.00E+00
50135,0.00E+00
26549,0.00E+00
66920,0.00E+00
35517,0.00E+00
390,0.00E+00
13645,0.00E+00
39327,2.00E+00
58900,0.00E+00
2100,0.00E+00
31521,2.00E+00
277,0.00E+00
33937,1.00E+00
42545,0.00E+00
7614,0.00E+00
46861,0.00E+00
35278,2.00E+00
71773,0.00E+00
52392,2.00E+00
47229,0.00E+00
10716,2.00E+00
13923,0.00E+00
42206,2.00E+00
965,2.00E+00
66646,2.00E+00
17301,0.00E+00
21533,0.00E+00
37797,2.00E+00
19241,2.00E+00
15296,2.00E+00
41472,0.00E+00
73859,2.00E+00
20153,2.00E+00
71684,0.00E+00
8321,2.00E+00
68979,0.00E+00
48850,0.00E+00
64251,0.00E+00
3583,2.00E+00
33326,0.00E+00
8500,0.00E+00
67047,0.00E+00
24896,0.00E+00
39527,0.00E+00
3089,2.00E+00
66477,0.00E+00
24107,0.00E+00
7823,0.00E+00
32016,0.00E+00
35048,2.00E+00
70580,2.00E+00
47503,0.00E+00
37357,0.00E+00
1195,2.00E+00
52309,2.00E+00
19655,0.00E+00
39455,0.00E+00
52757,2.00E+00
62729,2.00E+00
24324,2.00E+00
51298,2.00E+00
17127,2.00E+00
28152,0.00E+00
14259,2.00E+00
47461,0.00E+00
65878,2.00E+00
58913,0.00E+00
70035,2.00E+00
37446,2.00E+00
30337,2.00E+00
57584,1.00E+00
67193,0.00E+00
62103,0.00E+00
22896,0.00E+00
5934,2.00E+00
61722,0.00E+00
9299,0.00E+00
68558,2.00E+00
51165,0.00E+00
8657,0.00E+00
54952,0.00E+00
53160,0.00E+00
17393,0.00E+00
33016,0.00E+00
25929,2.00E+00
41102,0.00E+00
11093,2.00E+00
52744,0.00E+00
23484,2.00E+00
13139,0.00E+00
55439,0.00E+00
41539,0.00E+00
47692,2.00E+00
60165,0.00E+00
64683,0.00E+00
7089,0.00E+00
13516,0.00E+00
47720,0.00E+00
22588,2.00E+00
28580,0.00E+00
9075,0.00E+00
25066,2.00E+00
28284,0.00E+00
67568,0.00E+00
64823,2.00E+00
8243,2.00E+00
2556,0.00E+00
58746,0.00E+00
18288,0.00E+00
72822,0.00E+00
5178,0.00E+00
66294,0.00E+00
14451,0.00E+00
48600,0.00E+00
27513,0.00E+00
36889,0.00E+00
663,2.00E+00
10646,2.00E+00
35103,0.00E+00
50804,0.00E+00
29635,0.00E+00
47604,0.00E+00
49844,2.00E+00
69068,0.00E+00
43074,0.00E+00
71088,2.00E+00
40470,0.00E+00
21920,2.00E+00
51415,0.00E+00
15480,2.00E+00
21881,0.00E+00
7780,0.00E+00
24908,0.00E+00
53915,0.00E+00
54560,0.00E+00
15498,0.00E+00
20446,0.00E+00
5886,2.00E+00
52883,2.00E+00
30892,0.00E+00
37432,2.00E+00
42574,0.00E+00
61505,0.00E+00
44827,2.00E+00
5951,0.00E+00
48991,0.00E+00
22821,0.00E+00
46478,0.00E+00
19831,0.00E+00
49317,0.00E+00
18472,2.00E+00
58686,2.00E+00
47419,2.00E+00
44921,0.00E+00
55024,2.00E+00
28971,2.00E+00
8108,0.00E+00
32182,0.00E+00
40513,2.00E+00
372,2.00E+00
49297,0.00E+00
24407,2.00E+00
44874,0.00E+00
25119,0.00E+00
3882,2.00E+00
73443,0.00E+00
56056,2.00E+00
22035,2.00E+00
46318,0.00E+00
20802,0.00E+00
41941,2.00E+00
12044,0.00E+00
47262,1.00E+00
19337,0.00E+00
38688,2.00E+00
45341,2.00E+00
55661,0.00E+00
32322,0.00E+00
41912,2.00E+00
26136,2.00E+00
13480,0.00E+00
62035,2.00E+00
50343,2.00E+00
68537,0.00E+00
52293,0.00E+00
17764,0.00E+00
67862,2.00E+00
38933,2.00E+00
68514,2.00E+00
65335,2.00E+00
27469,0.00E+00
31290,1.00E+00
72594,0.00E+00
2854,0.00E+00
19679,2.00E+00
46470,0.00E+00
9931,2.00E+00
39214,0.00E+00
3982,0.00E+00
29633,0.00E+00
50872,0.00E+00
31969,0.00E+00
51280,2.00E+00
63438,2.00E+00
52302,2.00E+00
44486,0.00E+00
4641,2.00E+00
47724,0.00E+00
4393,0.00E+00
54938,1.00E+00
66983,2.00E+00
55870,2.00E+00
62561,0.00E+00
7975,2.00E+00
9418,2.00E+00
4929,0.00E+00
68311,2.00E+00
15225,2.00E+00
51854,0.00E+00
40247,0.00E+00
37958,1.00E+00
19319,0.00E+00
27495,0.00E+00
20111,0.00E+00
33231,0.00E+00
44772,0.00E+00
53237,0.00E+00
23279,2.00E+00
66738,2.00E+00
73053,0.00E+00
31190,0.00E+00
54820,0.00E+00
54173,0.00E+00
40904,0.00E+00
43729,0.00E+00
63132,0.00E+00
65274,0.00E+00
2012,2.00E+00
70647,0.00E+00
6067,0.00E+00
47835,2.00E+00
14510,2.00E+00
34536,1.00E+00
50168,2.00E+00
65018,0.00E+00
4960,0.00E+00
19291,2.00E+00
11480,2.00E+00
74179,0.00E+00
46276,0.00E+00
69469,0.00E+00
51844,2.00E+00
13340,0.00E+00
34046,0.00E+00
72429,2.00E+00
60034,0.00E+00
36173,0.00E+00
66575,0.00E+00
33778,2.00E+00
52807,2.00E+00
37283,2.00E+00
53688,0.00E+00
54777,2.00E+00
10363,2.00E+00
42685,0.00E+00
29334,0.00E+00
17320,0.00E+00
7060,2.00E+00
3905,2.00E+00
14607,0.00E+00
59091,0.00E+00
44927,2.00E+00
59415,0.00E+00
59722,0.00E+00
49411,0.00E+00
40903,2.00E+00
64786,2.00E+00
36207,0.00E+00
61178,0.00E+00
55377,0.00E+00
34300,0.00E+00
29483,2.00E+00
58576,2.00E+00
37659,0.00E+00
63873,0.00E+00
55723,0.00E+00
9950,0.00E+00
49680,0.00E+00
30329,2.00E+00
64912,0.00E+00
21165,2.00E+00
42112,0.00E+00
25108,0.00E+00
55021,0.00E+00
14319,0.00E+00
23587,0.00E+00
27217,2.00E+00
62333,0.00E+00
3284,2.00E+00
38299,1.00E+00
35668,2.00E+00
10228,0.00E+00
67801,2.00E+00
63324,0.00E+00
33451,0.00E+00
46306,2.00E+00
37149,0.00E+00
29770,2.00E+00
14731,0.00E+00
7963,0.00E+00
55945,2.00E+00
7645,0.00E+00
7244,0.00E+00
40114,0.00E+00
37615,0.00E+00
54151,2.00E+00
64712,0.00E+00
40499,2.00E+00
71171,2.00E+00
20712,0.00E+00
20187,0.00E+00
12383,0.00E+00
33364,0.00E+00
9646,0.00E+00
12201,2.00E+00
1782,2.00E+00
42747,0.00E+00
12125,0.00E+00
53260,0.00E+00
55023,0.00E+00
7865,2.00E+00
66269,2.00E+00
45049,0.00E+00
4988,0.00E+00
17387,2.00E+00
41771,0.00E+00
44806,0.00E+00
9157,0.00E+00
70881,0.00E+00
59951,0.00E+00
47581,2.00E+00
14986,0.00E+00
71499,2.00E+00
32928,2.00E+00
11934,0.00E+00
54065,0.00E+00
25479,0.00E+00
38302,0.00E+00
32973,2.00E+00
52140,0.00E+00
51060,0.00E+00
33106,2.00E+00
55127,0.00E+00
8640,0.00E+00
43117,0.00E+00
9966,0.00E+00
11183,2.00E+00
72250,0.00E+00
50586,0.00E+00
48093,0.00E+00
37435,0.00E+00
9379,2.00E+00
65657,2.00E+00
34535,0.00E+00
26262,0.00E+00
14458,0.00E+00
33972,2.00E+00
40238,2.00E+00
70610,0.00E+00
47960,2.00E+00
71481,1.00E+00
10946,0.00E+00
68239,0.00E+00
56314,2.00E+00
20772,2.00E+00
41027,2.00E+00
57639,0.00E+00
42841,0.00E+00
8016,2.00E+00
38349,2.00E+00
68114,2.00E+00
53733,2.00E+00
53513,0.00E+00
50420,2.00E+00
31043,0.00E+00
11436,0.00E+00
66544,0.00E+00
66297,0.00E+00
9975,0.00E+00
21663,2.00E+00
66747,0.00E+00
8343,2.00E+00
43675,1.00E+00
12325,0.00E+00
27609,0.00E+00
70092,0.00E+00
4092,2.00E+00
60469,1.00E+00
15869,0.00E+00
31689,2.00E+00
40197,2.00E+00
35039,0.00E+00
19866,0.00E+00
65864,0.00E+00
54111,0.00E+00
65616,2.00E+00
24954,0.00E+00
55924,2.00E+00
48299,0.00E+00
51679,2.00E+00
7861,0.00E+00
74037,0.00E+00
2367,0.00E+00
60329,0.00E+00
16467,2.00E+00
36876,2.00E+00
42906,2.00E+00
58855,0.00E+00
48072,2.00E+00
34861,0.00E+00
38446,0.00E+00
25076,0.00E+00
42010,0.00E+00
27880,0.00E+00
49961,2.00E+00
32989,2.00E+00
17483,2.00E+00
54815,0.00E+00
16359,0.00E+00
54840,2.00E+00
6252,0.00E+00
46589,2.00E+00
65044,0.00E+00
52749,0.00E+00
31792,2.00E+00
72814,1.00E+00
19523,0.00E+00
32936,2.00E+00
28011,2.00E+00
49940,0.00E+00
21296,2.00E+00
57692,2.00E+00
60900,0.00E+00
69726,0.00E+00
4707,0.00E+00
5501,1.00E+00
37805,2.00E+00
20466,2.00E+00
915,0.00E+00
15844,0.00E+00
60509,0.00E+00
22552,2.00E+00
47386,2.00E+00
8521,0.00E+00
54730,2.00E+00
58417,0.00E+00
11731,2.00E+00
40490,2.00E+00
17385,0.00E+00
63184,0.00E+00
45621,2.00E+00
42679,2.00E+00
64602,0.00E+00
33317,2.00E+00
38658,0.00E+00
64299,2.00E+00
36030,2.00E+00
18940,0.00E+00
45669,0.00E+00
19668,0.00E+00
44209,0.00E+00
73269,2.00E+00
72767,0.00E+00
68471,1.00E+00
907,0.00E+00
57724,0.00E+00
19492,0.00E+00
18247,0.00E+00
61793,2.00E+00
68182,0.00E+00
69769,0.00E+00
1580,0.00E+00
9327,0.00E+00
18330,2.00E+00
9250,0.00E+00
29932,2.00E+00
22830,2.00E+00
58200,2.00E+00
30920,0.00E+00
9138,0.00E+00
50234,0.00E+00
54691,0.00E+00
16393,0.00E+00
56549,2.00E+00
9832,0.00E+00
31881,2.00E+00
12886,0.00E+00
58897,0.00E+00
830,2.00E+00
15950,0.00E+00
26265,2.00E+00
46220,2.00E+00
22347,0.00E+00
2860,0.00E+00
19021,0.00E+00
3484,2.00E+00
30298,0.00E+00
39782,2.00E+00
74005,0.00E+00
5674,2.00E+00
9381,0.00E+00
3895,0.00E+00
1673,2.00E+00
29551,0.00E+00
41475,2.00E+00
67870,0.00E+00
2791,0.00E+00
42255,0.00E+00
67164,2.00E+00
12440,0.00E+00
13193,2.00E+00
60880,1.00E+00
71008,0.00E+00
67514,0.00E+00
34910,0.00E+00
383,2.00E+00
23977,2.00E+00
70543,0.00E+00
2906,0.00E+00
33810,0.00E+00
10021,2.00E+00
46730,0.00E+00
1663,2.00E+00
2408,0.00E+00
72505,0.00E+00
